id,pub.type,year,citation,chron,dsid
975,Journal Article,2001,"Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]",Calibrated radiocarbon years BP,995
975,Journal Article,2001,"Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]",Calibrated radiocarbon years BP,996
168,Journal Article,1969,"Stuiver, M. 1969. Yale Natural Radiocarbon Measurments IX. Radiocarbon 11(2):545-658. [DOI: 10.1017/S0033822200011413]",Radiocarbon years BP,999
528,Master's Thesis,1966,"Bachhuber, F.W. 1966. Pollen analysis from Hansen Marsh an upland site southcentral Wisconsin. Master's thesis. University of Wisconsin, Madison, Wisconsin, USA.",Calibrated radiocarbon years BP,1004
646,Legacy,1980,"Nakao, K., J. La Perriere, and T.A. Ager. 1980. Climatic changes in interior Alaska. Pages 16-23 in K. Nakao, editor. Climatic Changes in Interior Alaska. Hokkaido Univesity, Department of Geophysics, Sapporo, Japan.",Radiocarbon years BP,1006
653,Legacy,1983,"Jacobs, B.F. 1983. Past vegetation and climate of the Mogollon Rim Area, Arizona. Dissertation. University of Arizona, Tucson, Arizona, USA.",Radiocarbon years BP,1013
238,Legacy,1983,"Brubaker, L.B., H.L. Garfinkel, and M.E. Edwards. 1983. A late Wisconsin and Holocene vegetation history from the central Brooks Range: implications for Alaskan palaeoecology. Quaternary Research 20:194-214.",Radiocarbon years BP,1024
609,Legacy,1972,"Ager, T.A. 1972. Surficial geology and Quaternary history of the Healy Lake area, Alaska. Thesis. Department of Geology, University of Alaska, Fairbanks, Alaska, USA.",Radiocarbon years BP,1025
345,Legacy,1988,"Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.",Radiocarbon years BP,1030
11,Journal Article,1979,"Watts, W.A. 1979. Late Quaternary vegetation of central Appalachia and the New Jersey coastal plain. Ecological Monographs 49:427-469.",Radiocarbon years BP,1031
668,Legacy,1982,"Rymer, M.J., and J.D. Sims. 1982. Lake-sediment evidence for the date of deglaciation of the Hidden Lake area, Kenai Peninsula, Alaska. Geology 10:314-316.",Radiocarbon years BP,1104
265,Journal Article,1966,"McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",Calendar years BP,1109
331,Legacy,1963,"Cushing, E.J. 1963. Late-Wisconsin pollen stratigraphy in east-central Minnesota. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1110
323,Legacy,1985,"Almendinger, J.C. 1985. The late-Holocene development of jack pine forests on outwash plains, north-central Minnesota. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1111
66,Authored Book,1973,"Miller, N.G. 1973. Late-glacial and postglacial vegetation change in southwestern New York State. Bulletin 420. New York State Museum and Science Service, The State Education Department, Albany, New York, USA.",Radiocarbon years BP,1113
661,Legacy,1995,"Cole, K.L., and R.S. Taylor. 1995. Past and current trends of change in a dune prairie/oak savanna reconstructed through a multiple-scale history. Journal of Vegetation Science 6:399-410.",Radiocarbon years BP,1114
39,Doctoral Dissertation,1972,"Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.",Radiocarbon years BP,1133
422,Legacy,1974,"Swain, A.M. 1974. A history of fire and vegetation in northeastern Minnesota as recorded in lake sediments. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calendar years BP,1134
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Calendar years BP,1138
356,Legacy,1977,"Chapman, J. 1977. Archaic Period research in the Lower Little Tennessee River Valley. University of Tennessee, Department of Anthropology, Report of Investigations 18.",Radiocarbon years BP,1140
604,Legacy,1995,"Sea, D.S., and C. Whitlock. 1995. Postglacial vegetation and climate of the Cascade Range, central Oregon. Quaternary Research 43:370-381.",Radiocarbon years BP,1148
530,Legacy,1969,"Schweger, C.E. 1969. Pollen analysis of Iola Bog and paleoecology of the Two Creeks Forest Bed, Wisconsin. Ecology 50:859-868.",Radiocarbon years BP,1151
950,Legacy,1985,"Fall, P.L. 1985. Holocene dynamics of the subalpine forest in central colorado. American Association of Stratigraphic Palynologists Contribution Series No. 16:31-46.",Calibrated radiocarbon years BP,1152
475,Master's Thesis,1982,"Alwin, B.C. 1982. Vegetation history of the Sugar Hills area, Itasca Co., Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,1153
164,Legacy,1985,"Wilkins, G.R. 1985. Late-quaternary vegetational history at Jackson Pond, Larue County, Kentucky. Thesis. The University of Tennessee, Knoxville, Tennessee, USA.",Radiocarbon years BP,1160
6204,Journal Article,2013,"Liu, Y., J.J. Anderson, J.W. Williams, and S.T. Jackson. 2013. Vegetation history in central Kentucky and Tennessee (USA) during the last glacial and deglacial periods. Quaternary Research 79(2):189-198. [DOI: 10.1016/j.yqres.2012.12.005]",Calibrated radiocarbon years BP,15081
653,Legacy,1983,"Jacobs, B.F. 1983. Past vegetation and climate of the Mogollon Rim Area, Arizona. Dissertation. University of Arizona, Tucson, Arizona, USA.",Radiocarbon years BP,1162
94,Authored Book,1969,"Wright, H.E., Jr., and W.A. Watts. 1969. Glacial and vegetational history of northeastern Minnesota. Special Publications Series 11. Minnesota Geological Survey, University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,3138
94,Authored Book,1969,"Wright, H.E., Jr., and W.A. Watts. 1969. Glacial and vegetational history of northeastern Minnesota. Special Publications Series 11. Minnesota Geological Survey, University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1163
160,Legacy,1986,"Kim, H. K. 1986. Late-glacial and Holocene environment in central Iowa: a comparative study of pollen data from four sites. Dissertation. University of Iowa, Iowa City, Iowa, USA.",Radiocarbon years BP,1255
240,Legacy,1988,"Anderson, P.M. 1988. Late Quaternary pollen records from the Kobuk and Noatak River drainages, northwestern Alaska. Quaternary Research 29:263-276.",Radiocarbon years BP,1390
608,Authored Book,1975,"Ager, T.A. 1975. Late Quaternary environmental history of the Tanana Valley, Alaska. Institute of Polar Studies Report 54. Ohio State University, Columbus, Ohio, USA.",Radiocarbon years BP,1392
239,Legacy,1985,"Anderson, P.M. 1985. Late Quaternary vegetational change in the Kotzebue Sound area, northwestern Alaska. Quaternary Research 24:307-321.",Radiocarbon years BP,1432
434,Legacy,1981,"Heide, K.M. 1981. Late Quaternary vegetational history of north-central Wisconsin, U.S.A.: estimating forest composition from pollen data. Dissertation, Brown University, Providence, Rhode Island, USA.",Calibrated radiocarbon years BP,3452
435,Journal Article,1981,"Bender, M.M., D.A. Baerreis, R.A. Bryson, and R.L. Steventon. 1981. University of Wisconsin Radiocarbon dates XVIII. Radiocarbon 23(1):145-161.",Calibrated radiocarbon years BP,1447
531,Legacy,1976,"Goodwin, R.G. 1976. Vegetation response to the Two Rivers Till Advance based on a pollen diagram from Kellners Lake, Manitowoc County, Wisconsin. Thesis. Geology and Geophysics, University of Wisconsin, Madison, Wisconsin, USA.",Calibrated radiocarbon years BP,1448
119,Legacy,1981,"Spear, R.W. 1981. The history of high-elevation vegetation in the White Mountains of New Hampshire. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1518
562,Master's Thesis,1961,"Winter, T.C. 1961. A pollen analysis of Kirchner Marsh, Dakota County, Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,3455
562,Master's Thesis,1961,"Winter, T.C. 1961. A pollen analysis of Kirchner Marsh, Dakota County, Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,1520
704,Journal Article,1987,"Cwynar, L.C. 1987. Fire and the forest history of the North Cascade Range. Ecology 68(4):791-802. [DOI: 10.2307/1938350]",Calibrated radiocarbon years BP,1523
756,Journal Article,1989,"Woods, K.D., and M.B. Davis. 1989. Paleoecology of range limits: beech in the Upper Peninsula of Michigan. Ecology 70(3):681-696.",Radiocarbon years BP,1524
500,Journal Article,1964,"Ives, P.C., B. Levin, R.D. Robinson, and M. Rubin. 1964. U.S. Geological Survey radiocarbon dates VII. Radiocarbon 6(1):37-76. [DOI: 10.1017/S0033822200010547]",Calibrated radiocarbon years BP,1548
27,Journal Article,1981,"Birks, H.J.B. 1981. Late Wisconsin vegetational and climatic history at Kylen Lake, northeastern Minnesota. Quaternary Research 16:322-355.",Calibrated radiocarbon years BP,1564
953,Journal Article,1993,"Russell, E.W.B., R.B. Davis, R.S. Anderson, T.E. Rhodes, and D.S. Anderson. 1993. Recent centuries of vegetational change in the glaciated north-eastern United States. Journal of Ecology 81(4):647-664. [DOI: 10.2307/2261663]",Calibrated radiocarbon years BP,1568
414,Legacy,1991,"Shane, L.C.K. 1991. Vegetation history of western Ohio. Final Report on 1990 Grant from the Ohio Department of Natural Resources, Limnological Research Center, University of Minnesota, Minneapolis, Minnesota.",Radiocarbon years BP,1574
631,Legacy,1986,"Futyma, R.P., and N.G. Miller. 1986. Stratigraphy and genesis of the Lake Sixteen peatland, northern Michigan. Canadian Journal of Botany 64:3008-3019.",Calibrated radiocarbon years BP,1580
30,Journal Article,1981,"Bernabo, J.C. 1981. Quantitative estimates of temperature changes over the last 2700 years in Michigan based on pollen data. Quaternary Research 15:143-159.",Radiocarbon years BP,1581
401,Journal Article,1984,"Steventon, R.L., and J.E. Kutzbach. 1984. University of Wisconsin radiocarbon dates XXI. Radiocarbon 26(1):135-147. [DOI: 10.1017/S0033822200006494]",Calibrated radiocarbon years BP,3468
561,Legacy,1985,"Keen, K.L. 1985. Sand dunes on the Anoka Sand Plain. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,3469
503,Legacy,1959,"Patten, H.L. 1959. A postglacial pollen diagram from Lake Carlson, Dakota County, southern Minnesota. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Calendar years BP,1588
602,Legacy,1994,"Jackson, S.T., and C.R. Givens. 1994. Late Wisconsinan vegetation and environment of the Tunica Hills Region, Louisiana/Mississippi. Quaternary Research 41:316-325.",Radiocarbon years BP,1619
602,Legacy,1994,"Jackson, S.T., and C.R. Givens. 1994. Late Wisconsinan vegetation and environment of the Tunica Hills Region, Louisiana/Mississippi. Quaternary Research 41:316-325.",Radiocarbon years BP,1620
753,Legacy,1990,"Cwynar, L.C. 1990. A late Quaternary vegetation history from Lily Lake, Chilkat Peninsula, southeast Alaska. Canadian Journal of Botany 68:1106-1112.",Radiocarbon years BP,1632
158,Journal Article,1988,"Brugam, R.B., E.C. Grimm, and N.M. Eyster-Smith. 1988. Holocene environmental changes in Lily Lake, Minnesota inferred from fossil diatom and pollen assemblages. Quaternary Research 30(1):53-66. [DOI: 10.1016/0033-5894(88)90087-7]",Calibrated radiocarbon years BP,1633
345,Legacy,1988,"Steventon, R.L., and J.E. Kutzbach. 1988. University of Wisconsin radiocarbon dates XXV. Radiocarbon 30:367-383.",Radiocarbon years BP,1635
346,Journal Article,1987,"Steventon, R.L., and J.E. Kutzbach. 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon 29:397-415. [DOI: 10.1017/S0033822200043794]",Radiocarbon years BP,1637
603,Legacy,1995,"Worona, M.A., and C. Whitlock. 1995. Late Quaternary vegetation and climate history near Little Lake, central Coast Range, Oregon. Geological Society of America Bulletin 107:867-876.",Radiocarbon years BP,1642
394,Edited Report,1985,"Gajewski, K., editor. 1985. Late-Holocene pollen data from lakes with varved sediments in northeastern and northcentral United States. IES Report 124, Center for Climatic Research, University of Wisconsin, Madison, Wisconsin, USA.",Calendar years BP,1643
103,Journal Article,1975,"Watts, W.A. 1975. A late Quaternary record of vegetation from Lake Annie, south-central Florida. Geology 3(6):344-346. [DOI: 10.1130/0091-7613(1975)3<344:ALQROV>2.0.CO;2]",Radiocarbon years BP,1648
404,Master's Thesis,1969,"Craig, A.J. 1969. Absolute pollen analysis of laminated sediments from northeastern Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Varve years BP,1649
404,Master's Thesis,1969,"Craig, A.J. 1969. Absolute pollen analysis of laminated sediments from northeastern Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Varve years BP,3482
404,Master's Thesis,1969,"Craig, A.J. 1969. Absolute pollen analysis of laminated sediments from northeastern Minnesota. Master's thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Varve years BP,3483
294,Legacy,1982,"Miller, R.F., and A.V. Morgan. 1982. A postglacial Coleopterous assemblage from Lockport Gulf, New York. Quaternary Research 17:258-274.",Radiocarbon years BP,1655
770,Legacy,1980,"Davis, M.B., R.W. Spear, and L.C.K. Shane. 1980. Holocene climate of New England. Quaternary Research 14:240-250.",Radiocarbon years BP,1658
775,Legacy,1964,"Wright, H.E., Jr. 1964. Origin of the lakes in the Chuska Mountains, northwestern New Mexico. Geological Society of America Bulletin 75:589-598.",Radiocarbon years BP,1660
11,Journal Article,1979,"Watts, W.A. 1979. Late Quaternary vegetation of central Appalachia and the New Jersey coastal plain. Ecological Monographs 49:427-469.",Radiocarbon years BP,1661
29,Journal Article,1975,"Brubaker, L.B. 1975. Postglacial forest patterns associated with till and outwash in northcentral Upper Michigan. Quaternary Research 5(4):499-527. [DOI: 10.1016/0033-5894(75)90013-7]",Radiocarbon years BP,1665
329,Journal Article,1989,"Barnosky, C.W. 1989. Postglacial vegetation and climate in the northwestern Great Plains of Montana. Quaternary Research 31:57-73.",Radiocarbon years BP,1666
770,Legacy,1980,"Davis, M.B., R.W. Spear, and L.C.K. Shane. 1980. Holocene climate of New England. Quaternary Research 14:240-250.",Radiocarbon years BP,1667
116,Journal Article,1971,"Watts, W.A. 1971. Postglacial and interglacial vegetation history of southern Georgia and central Florida. Ecology 52(4):676-690. [DOI: 10.2307/1934159]",Radiocarbon years BP,1669
116,Journal Article,1971,"Watts, W.A. 1971. Postglacial and interglacial vegetation history of southern Georgia and central Florida. Ecology 52(4):676-690. [DOI: 10.2307/1934159]",Radiocarbon years BP,3484
735,Legacy,1997,"Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.",Calibrated radiocarbon years BP,1671
629,Legacy,1995,"Almquist-Jacobson, H., and D. Sanger. 1995. Holocene climate and vegetation in the Milford drainage basin, Maine, U.S.A., and their implications for human history. Vegetation History and Archaeobotany 4:211-222.",Radiocarbon years BP,1698
121,Legacy,1984,"Heide, K.M. 1984. Holocene pollen stratigraphy from a lake and small hollow in north-central Wisconsin, USA. Palynology 8:3-19.",Radiocarbon years BP,3781
346,Journal Article,1987,"Steventon, R.L., and J.E. Kutzbach. 1987. University of Wisconsin radiocarbon dates XXIV. Radiocarbon 29:397-415. [DOI: 10.1017/S0033822200043794]",Radiocarbon years BP,1707
265,Journal Article,1966,"McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",Calendar years BP,1708
265,Journal Article,1966,"McAndrews, J.H. 1966. Postglacial history of prairie, savanna, and forest in northwestern Minnesota. Torrey Botanical Club Memoir 22(2):1-72.",Calendar years BP,1720
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Radiocarbon years BP,3485
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Radiocarbon years BP,3486
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Radiocarbon years BP,1725
112,Legacy,1981,"Radle, N.J. 1981. Vegetation history and lake-level changes at a saline lake in northeastern South Dakota. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1732
112,Legacy,1981,"Radle, N.J. 1981. Vegetation history and lake-level changes at a saline lake in northeastern South Dakota. Thesis. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,3487
297,Legacy,1985,"Winkler, M.G. 1985. Late-glacial and Holocene environmental history of south-central Wisconsin: a study of upland and wetland ecosystems. Dissertation. University of Wisconsin, Madison, Wisconsin, USA.",Calibrated radiocarbon years BP,3488
297,Legacy,1985,"Winkler, M.G. 1985. Late-glacial and Holocene environmental history of south-central Wisconsin: a study of upland and wetland ecosystems. Dissertation. University of Wisconsin, Madison, Wisconsin, USA.",Calibrated radiocarbon years BP,1735
269,Journal Article,1992,"Almendinger, J.C. 1992. The late Holocene history of prairie, brush-prairie, and jack pine (Pinus banksiana) forest on outwash plains, north-central Minnesota, USA. The Holocene 2(1):37-50. [DOI: 10.1177/095968369200200105]",Calibrated radiocarbon years BP,3492
269,Journal Article,1992,"Almendinger, J.C. 1992. The late Holocene history of prairie, brush-prairie, and jack pine (Pinus banksiana) forest on outwash plains, north-central Minnesota, USA. The Holocene 2(1):37-50. [DOI: 10.1177/095968369200200105]",Calendar years BP,1757
267,Legacy,1967,"McAndrews, J.H. 1967. Paleoecology of the Seminary and Mirror Pool peat deposits. Pages 253-269 in W.J. Mayer-Oakes, editor. Life, Land, and Water, Occasional Papers, Department of Anthropology, University of Manitoba 1. University of Manitoba Press, Manitoba, Canada.",Radiocarbon years BP,1759
510,Doctoral Dissertation,1961,"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1761
510,Doctoral Dissertation,1961,"Maher, L.J., Jr. 1961. Pollen analysis and postglacial vegetation history in the Animas Valley Region, Southern San Juan Mountains, Colorado. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1762
114,Legacy,1978,"Bostwick, L.G. 1978. An environmental framework for cultural change in Maine: pollen influx and percentage diagrams from Monhegan Island. Thesis. University of Maine, Orono, Maine, USA.",Radiocarbon years BP,1763
367,Doctoral Dissertation,1989,"Shafer, D.S. 1989. The timing of late Quaternary monsoon precipitation maxima in the southwest United States. Doctoral dissertation. University of Arizona, Tucson, Arizona, USA.",Calibrated radiocarbon years BP,1766
597,Doctoral Dissertation,1996,"Laird, K.R. 1996. A high-resolution paleoclimatic record of a closed-basin lake in the northern Great Plains. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,1768
388,Legacy,1974,"Hansen, B.C.S., and D.J. Easterbrook. 1974. Stratigraphy and palynology of late Quaternary sediments in the Puget Lowland, Washington. Geological Society of America 85:587-602.",Radiocarbon years BP,1772
45,Journal Article,1975,"Davis, R.B., T.E. Bradstreet, R. Stuckenrath, Jr., and H.W. Borns, Jr. 1975. Vegetation and associated environments during the past 14,000 years near Moulton Pond, Maine. Quaternary Research 5(3):436-465. http://www.sciencedirect.com/science/article/pii/0033589475900411.",Radiocarbon years BP,1773
735,Legacy,1997,"Willard, D.A., and L.M. Weimer. 1997. Palynological census data from surface samples in south Florida. U.S. Geological Survey Open-File Report 97-867.",Calibrated radiocarbon years BP,1775
545,Journal Article,1966,"Bradley, W.H. 1966. Tropical lakes, copropel, and oil shale. Geological Society of America Bulletin 77(12):1333-1337. [DOI: 10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2]",Radiocarbon years BP,1776
323,Legacy,1985,"Almendinger, J.C. 1985. The late-Holocene development of jack pine forests on outwash plains, north-central Minnesota. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1778
784,Legacy,1986,"Peteet, D.M. 1986. Modern pollen rain and vegetational history of the Malaspina Glacier District, Alaska. Quaternary Research 25:100-120.",Radiocarbon years BP,1780
256,Legacy,1968,"McAndrews, J.H. 1968. Pollen evidence for the protohistoric development of the ""Big Woods"" in Minnesota (U.S.A.). Review of Palaeobotany and Palynology 7:201-211.",Calendar years BP,1781
681,Legacy,1973,"Grüger, J. 1973. Studies on the late Quaternary vegetation history of northeastern Kansas. Geological Society of America Bulletin 84:239-250.",Radiocarbon years BP,1782
681,Legacy,1973,"Grüger, J. 1973. Studies on the late Quaternary vegetation history of northeastern Kansas. Geological Society of America Bulletin 84:239-250.",Radiocarbon years BP,3495
5,Journal Article,1968,"Janssen, C.R. 1968. Myrtle Lake: a late- and post-glacial pollen diagram from northern Minnesota. Canadian Journal of Botany 46(11):1397-1410. [DOI: 10.1139/b68-190]",Calibrated radiocarbon years BP,1786
67,Edited Book,1981,"Albert, L.E., and D.G. Wyckoff, editors. 1981. Ferndale Bog and Natural Lake: five thousand years of environmental change in southeastern Oklahoma. Studies in Oklahoma's Past 7. Oklahoma Archaeological Survey, Norman, Oklahoma, USA.",Radiocarbon years BP,1789
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Radiocarbon years BP,1793
473,Doctoral Dissertation,1975,"Jacobson, G.L., Jr. 1975. A palynological study of the history and ecology of white pine in Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,1794
295,Legacy,1993,"Shane, L.C.K., and K.H. Anderson. 1993. Intensity, gradients and reversals in late glacial environmental change in East-Central North America. Quaternary Science Reviews 12:307-320.",Radiocarbon years BP,1796
275,Other Authored,1980,"Calkin, P.E., and J.H. McAndrews. 1980. Geology and paleontology of two late Wisconsin sites in western New York State. Geological Society of America Bulletin 91:295-306..",Radiocarbon years BP,1799
272,Legacy,1987,"Fritz, P., A.V. Morgan, U. Eicher, and J.H. McAndrews. 1987. Stable isotope, fossil coleoptera and pollen stratigraphy in late Quaternary sediments from Ontario and New York State. Palaeogeography, Palaeoclimatology, Palaeoecology 58:183-202..",Radiocarbon years BP,3497
240,Legacy,1988,"Anderson, P.M. 1988. Late Quaternary pollen records from the Kobuk and Noatak River drainages, northwestern Alaska. Quaternary Research 29:263-276.",Radiocarbon years BP,1806
255,Legacy,1990,"Dunwiddie, P.W. 1990. Postglacial vegetation history of coastal islands in southeastern New England. National Geographic Research 6:178-195.",Radiocarbon years BP,1814
47,Journal Article,1980,"Delcourt, P.A., H.R. Delcourt, R.C. Brister, and L.E. Lackey. 1980. Quaternary vegetation history of the Mississippi embayment. Quaternary Research 13(1):111-132. http://www.sciencedirect.com/science/article/pii/0033589480900861.",Radiocarbon years BP,1815
105,Journal Article,1978,"Whitehead, D.R., and T.L. Crisman. 1978. Paleolimnological studies of small New England (U.S.A.) ponds. Part I. Late-glacial and postglacial trophic oscillations. Polskie Archiwum Hydrobiologii 25:471-481.",Calibrated radiocarbon years BP,1817
975,Journal Article,2001,"Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]",Calibrated radiocarbon years BP,1818
975,Journal Article,2001,"Willard, D.A., L.M. Weimer, and W.L. Riegel. 2001. Pollen assemblages as paleoenvironmental proxies in the Florida Everglades. Review of Palaeobotany and Palynology 113(4):213-235. [DOI: 10.1016/S0034-6667(00)00042-7]",Calibrated radiocarbon years BP,1819
85,Journal Article,1979,"Van Zant, K.L. 1979. Late glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, northwestern Iowa. Quaternary Research 12(3):358-380. [DOI: 10.1016/0033-5894(79)90034-6]",Radiocarbon years BP,1824
60,Journal Article,1977,"King, J.E., and W.H. Allen, Jr. 1977. A Holocene vegetation record from the Mississippi River valley, southeastern Missouri. Quaternary Research 8(3):307-323. http://www.sciencedirect.com/science/article/pii/0033589477900746. [DOI: 10.1016/0033-5894(77)90074-6]",Radiocarbon years BP,1826
473,Doctoral Dissertation,1975,"Jacobson, G.L., Jr. 1975. A palynological study of the history and ecology of white pine in Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1831
289,Legacy,1972,"McAndrews, J.H. 1972. Pollen analysis of the sediments of Lake Ontario. 24th International Geological Congress, Section 8:223-227.",Radiocarbon years BP,1834
410,Authored Report,1984,"Charles, D.F., and D.R. Whitehead. 1984. Paleoecological Investigation of Recent Lake Acidification (PIRLA): December 1984 Status Report. RP 2174-10, Electric Power Research Institute, Palo Alto, CA.",Radiocarbon years BP,1840
11,Journal Article,1979,"Watts, W.A. 1979. Late Quaternary vegetation of central Appalachia and the New Jersey coastal plain. Ecological Monographs 49:427-469.",Radiocarbon years BP,1848
772,Legacy,1995,"Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1852
772,Legacy,1995,"Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1854
772,Legacy,1995,"Lynch, E.A. 1995. Origin of a park-forest vegetation mosaic in the Wind River Range, Wyoming. Dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,1856
553,Legacy,1943,"Potzger, J.E., and B.C. Tharp. 1943. Pollen record of Canadian spruce and fir from a Texas bog. Science 98:584-585.",Radiocarbon years BP,1865
298,Legacy,1991,"Camper, H.A. 1991. Pollen analysis of Patschke Bog. Master's thesis. Texas A and M University, College Station, Texas, USA.",Radiocarbon years BP,3500
260,Legacy,1970,"Kim, S.M. 1970. Illinois State Geological Survey radiocarbon dates II. Radiocarbon 12:503-508.",Radiocarbon years BP,3501
128,Journal Article,1968,"Watts, W.A., and R.C. Bright. 1968. Pollen, seed, and mollusk analysis of a sediment core from Pickerel Lake, northeastern South Dakota. Geological Society of America Bulletin 79(7):855-876. [DOI: 10.1130/0016-7606(1968)79[855:PSAMAO]2.0.CO;2]",Radiocarbon years BP,3542
402,Doctoral Dissertation,1979,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calendar years BP,3541
402,Doctoral Dissertation,1979,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,3558
402,Doctoral Dissertation,1979,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Radiocarbon years BP,3788
402,Doctoral Dissertation,1979,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,3786
402,Doctoral Dissertation,1979,"Swain, P.C. 1979. The development of some bogs in eastern Minnesota. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",Calibrated radiocarbon years BP,3784
