"datasetID","chronologyID","site","type","age","age.sd","depth","thick","agemodel"
3486,1433,"McNearny Lake","Lead-210",7,0,2.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",36,0,3.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",54,0,4.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",66,0,5.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",76,0,6.75,0.5,"linear interpolation"
3486,1433,"McNearny Lake","Lead-210",88,0,7.75,0.5,"linear interpolation"
1735,813,"Lake Mendota","Core top",0,20,0,NA,"linear interpolation"
1735,813,"Lake Mendota","Biostratigraphic, pollen",100,30,60,NA,"linear interpolation"
1735,813,"Lake Mendota","Radiocarbon, reservoir correction",110,50,65,NA,"linear interpolation"
1735,813,"Lake Mendota","Radiocarbon, reservoir correction",2080,70,190,NA,"linear interpolation"
1735,813,"Lake Mendota","Radiocarbon, reservoir correction",4640,90,486,NA,"linear interpolation"
1735,813,"Lake Mendota","Radiocarbon, reservoir correction",7410,90,830,NA,"linear interpolation"
1735,813,"Lake Mendota","Radiocarbon, reservoir correction",11770,120,975,NA,"linear interpolation"
3488,1435,"Lake Mendota","Core top",0,20,0,NA,"linear interpolation"
3488,1435,"Lake Mendota","Biostratigraphic, pollen",100,30,20,NA,"linear interpolation"
3488,1435,"Lake Mendota","Radiocarbon",1560,70,27,NA,"linear interpolation"
3488,1435,"Lake Mendota","Radiocarbon",3240,80,55,NA,"linear interpolation"
3488,1435,"Lake Mendota","Radiocarbon",6980,80,85,NA,"linear interpolation"
3488,1435,"Lake Mendota","Radiocarbon",8070,90,165,NA,"linear interpolation"
3488,1435,"Lake Mendota","Radiocarbon",10990,100,265,NA,"linear interpolation"
3488,1435,"Lake Mendota","Other dating methods",14000,500,485,NA,"linear interpolation"
1757,824,"Lake Minnie","Core top",0,0,0,NA,"linear interpolation"
1757,824,"Lake Minnie","Biostratigraphic, pollen",70,-30,25,10,"linear interpolation"
1757,824,"Lake Minnie","Biostratigraphic, pollen",3400,220,110,20,"linear interpolation"
3492,1437,"Lake Minnie","Core top",0,0,0,NA,"linear interpolation"
3492,1437,"Lake Minnie","Biostratigraphic, pollen",70,-30,55,10,"linear interpolation"
3492,1437,"Lake Minnie","Radiocarbon",3400,220,405,10,"linear interpolation"
3492,1437,"Lake Minnie","Radiocarbon",8140,280,715,10,"linear interpolation"
3492,1437,"Lake Minnie","Biostratigraphic, pollen",10000,500,815,10,"linear interpolation"
1777,846,"Mud Lake","Core top",-15,15,0,NA,"linear interpolation"
1777,846,"Mud Lake","Biostratigraphic, pollen",90,30,35,10,"linear interpolation"
1778,847,"Mud Lake (US:Minnesota:Hubbard)","Core top",-30,30,0,NA,"linear interpolation"
1778,847,"Mud Lake (US:Minnesota:Hubbard)","Radiocarbon, reservoir correction",90,70,43.5,13,"linear interpolation"
1778,847,"Mud Lake (US:Minnesota:Hubbard)","Radiocarbon, reservoir correction",2250,160,335,10,"linear interpolation"
1778,847,"Mud Lake (US:Minnesota:Hubbard)","Radiocarbon, reservoir correction",2870,160,445,10,"linear interpolation"
1781,850,"Murphy Lake","Core top",-15,15,0,NA,"linear interpolation"
1781,850,"Murphy Lake","Biostratigraphic, pollen",100,10,60,20,"linear interpolation"
1786,854,"Myrtle Lake","Core top",0,20,145,NA,"linear interpolation"
1786,854,"Myrtle Lake","Biostratigraphic, pollen",100,20,170,NA,"linear interpolation"
1786,854,"Myrtle Lake","Radiocarbon",2680,120,452.5,5,"linear interpolation"
1786,854,"Myrtle Lake","Radiocarbon",4840,120,597.5,5,"linear interpolation"
1786,854,"Myrtle Lake","Radiocarbon",7850,120,792.5,5,"linear interpolation"
1786,854,"Myrtle Lake","Radiocarbon",10150,160,892.5,5,"linear interpolation"
1786,854,"Myrtle Lake","Radiocarbon",11120,210,965,10,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-33,0,0.2,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-28,0,3.2,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-21,0,5.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-16,0,7.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-9,0,9.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",-4,0,11.25,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",3,0,12.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",10,0,14.25,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",16,0,15.25,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",27,0,17.25,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",34,0,18.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",39,0,19.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",44,0,20.75,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",56,0,23.25,0.5,"linear interpolation"
1793,866,"Nels Lake","Lead-210",66,0,26.25,0.5,"linear interpolation"
1794,867,"Nelson Pond","Radiocarbon",5540,70,1163,10,"linear interpolation"
1794,867,"Nelson Pond","Radiocarbon",7245,75,1283,10,"linear interpolation"
1830,899,"Lake Onamia","Core top",-15,15,0,NA,"linear interpolation"
1830,899,"Lake Onamia","Biostratigraphic, pollen",80,40,15,10,"linear interpolation"
1831,901,"Ondris Pond","Core top",-15,20,180,NA,"linear interpolation"
1831,901,"Ondris Pond","Radiocarbon",660,110,210,10,"linear interpolation"
1831,901,"Ondris Pond","Radiocarbon",1535,120,264,8,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",-32,0,0.8,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",-10,0,5.75,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",7,0,8.75,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",24,0,11.25,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",43,0,14.25,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",46,0,14.75,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",50,0,15.25,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",54,0,15.75,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",62,0,16.75,0.5,"linear interpolation"
1840,909,"Otto Mielke Lake","Lead-210",79,0,19.25,0.5,"linear interpolation"
3541,1446,"Pogonia Bog Pond","Core top",-24,20,0,NA,"linear interpolation"
3541,1446,"Pogonia Bog Pond","Biostratigraphic, pollen",100,20,32.5,5,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Core top",-24,20,240,NA,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",100,70,314.5,9,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",260,70,400,10,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",2550,80,935,10,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",3620,80,1305,10,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",6250,70,1570,10,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon, reservoir correction",10330,110,1795,10,"linear interpolation"
3558,1450,"Pogonia Bog Pond","Radiocarbon",11190,220,1877.5,5,"linear interpolation"
3784,1490,"Third Lake","Biostratigraphic, pollen",150,50,172,1,"linear interpolation"
3784,1490,"Third Lake","Biostratigraphic, pollen",3000,200,340,20,"linear interpolation"
3784,1490,"Third Lake","Biostratigraphic, pollen",6500,200,540,20,"linear interpolation"
3784,1490,"Third Lake","Biostratigraphic, pollen",9500,200,760,25,"linear interpolation"
3786,1491,"Third Lake","Biostratigraphic, pollen",300,50,6,5,"linear interpolation"
3786,1491,"Third Lake","Biostratigraphic, pollen",1600,200,175,1,"linear interpolation"
3788,1492,"Third Lake","Core top",50,50,0,NA,"linear interpolation"
3788,1492,"Third Lake","Biostratigraphic, pollen",1600,200,140,NA,"linear interpolation"
3788,1492,"Third Lake","Biostratigraphic, pollen",3000,200,270,NA,"linear interpolation"
1884,941,"Pennington Lake","Core top",-15,15,0,NA,"linear interpolation"
1884,941,"Pennington Lake","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
1891,951,"Peterson Slough","Core top",-30,30,0,NA,"linear interpolation"
1891,951,"Peterson Slough","Radiocarbon, reservoir correction",110,80,45,10,"linear interpolation"
1891,951,"Peterson Slough","Radiocarbon, reservoir correction",3010,160,395,10,"linear interpolation"
1955,966,"Pleasant Lake","Core top",-15,15,0,NA,"linear interpolation"
1955,966,"Pleasant Lake","Biostratigraphic, pollen",90,20,15,10,"linear interpolation"
1966,976,"Portage Lake","Core top",0,50,0,NA,"linear interpolation"
1966,976,"Portage Lake","Radiocarbon",3685,230,305,10,"linear interpolation"
1966,976,"Portage Lake","Radiocarbon",7320,240,695,10,"linear interpolation"
1966,976,"Portage Lake","Radiocarbon",9780,280,786,12,"linear interpolation"
2011,1012,"Radtke Lake","Core top",0,30,0,NA,"linear interpolation"
2011,1012,"Radtke Lake","Biostratigraphic, pollen",100,30,45,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",280,115,59,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",2385,145,316,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",4615,180,403.5,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",6165,185,560,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",7670,185,608,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",9985,260,704,NA,"linear interpolation"
2011,1012,"Radtke Lake","Radiocarbon",11460,580,830.5,NA,"linear interpolation"
2051,1042,"Reichow Pond","Core top",-15,15,0,NA,"linear interpolation"
2051,1042,"Reichow Pond","Biostratigraphic, pollen",70,30,12.5,5,"linear interpolation"
2053,1044,"Reidel Lake","Core top",-34,0,382,NA,"linear interpolation"
2053,1044,"Reidel Lake","Biostratigraphic, pollen",100,10,448,32,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon, reservoir correction",1680,140,655,10,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon, reservoir correction",3310,160,900,12,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon, reservoir correction",5440,160,1165,10,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon, reservoir correction",8360,180,1494,10,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon, reservoir correction",10290,220,1622,10,"linear interpolation"
2053,1044,"Reidel Lake","Radiocarbon",11630,240,1962,6,"linear interpolation"
2062,1048,"Rholl Lake","Core top",-15,15,0,NA,"linear interpolation"
2062,1048,"Rholl Lake","Biostratigraphic, pollen",70,30,15,10,"linear interpolation"
2066,1052,"Rice Lake","Core top",-16,16,0,NA,"linear interpolation"
2066,1052,"Rice Lake","Biostratigraphic, pollen",70,30,35,10,"linear interpolation"
2066,1052,"Rice Lake","Biostratigraphic, pollen",1930,200,80,20,"linear interpolation"
2066,1052,"Rice Lake","Biostratigraphic, pollen",4000,500,200,20,"linear interpolation"
3568,1462,"Rice Lake","Core top",-18,18,0,NA,"linear interpolation"
3568,1462,"Rice Lake","Biostratigraphic, pollen",70,30,35,10,"linear interpolation"
3568,1462,"Rice Lake","Radiocarbon, reservoir correction",1930,200,90,10,"linear interpolation"
2290,1070,"Rossburg Bog","Core top",2000,200,145,NA,"linear interpolation"
2290,1070,"Rossburg Bog","Radiocarbon",3500,100,350,NA,"linear interpolation"
2290,1070,"Rossburg Bog","Radiocarbon",7770,120,500,NA,"linear interpolation"
2290,1070,"Rossburg Bog","Radiocarbon",10100,140,570,NA,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",10,4,10,1.53,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",20,4,20,1.75,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",30,4,30,1.9,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",40,4,40,1.8,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",50,4,50,1.67,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",60,4,60,1.73,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",70,4,70,2.38,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",80,4,80,2.13,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",90,4,90,1.87,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",100,4,100,1.31,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",110,4,110,0.76,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",120,4,120,0.59,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",130,4,130,0.91,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",140,4,140,0.8,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",150,4,150,0.58,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",160,4,160,0.83,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",170,4,170,0.67,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",180,4,180,0.94,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",190,4,190,0.73,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",200,4,200,0.83,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",210,4,210,0.98,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",250,4,250,0.75,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",290,4,290,0.56,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",330,4,330,0.96,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",370,4,370,0.72,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",410,4,410,0.53,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",450,4,450,0.54,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",490,4,490,0.79,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",530,4,530,0.8,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",570,4,570,0.76,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",610,4,610,0.88,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",650,4,650,0.69,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",690,4,690,0.42,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",730,4,730,0.32,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",770,4,770,0.46,"linear interpolation"
2309,1078,"Ruby Lake","Annual laminations (varves)",810,4,810,0.62,"linear interpolation"
2314,1085,"Rutz Lake","Core top",-15,20,374,4,"linear interpolation"
2314,1085,"Rutz Lake","Biostratigraphic, pollen",100,80,499,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",420,200,600,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",1960,160,800,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",3280,200,1000,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",4920,200,1300,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",7870,320,1651,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon, reservoir correction",9410,240,1870,4,"linear interpolation"
2314,1085,"Rutz Lake","Radiocarbon",12000,320,1966,8,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",870,55,7.5,NA,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",2700,60,55,NA,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",4060,70,80,NA,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",6200,80,113,NA,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",8670,185,132.5,NA,"linear interpolation"
2318,1087,"Ryerse Lake","Radiocarbon",8960,215,140,NA,"linear interpolation"
2354,1126,"Sedivy Lake","Core top",-15,15,0,NA,"linear interpolation"
2354,1126,"Sedivy Lake","Biostratigraphic, pollen",70,30,55,10,"linear interpolation"
2355,1128,"Seidel","Radiocarbon",8680,180,1265,10,"linear interpolation"
2355,1128,"Seidel","Radiocarbon",9225,160,1317.5,5,"linear interpolation"
2355,1128,"Seidel","Radiocarbon",10440,190,1365,5,"linear interpolation"
2355,1128,"Seidel","Radiocarbon",11620,220,1419.5,3,"linear interpolation"
3620,1477,"Seidel","Core top",-20,20,0,NA,"linear interpolation"
3620,1477,"Seidel","Biostratigraphic, pollen",150,50,32.5,15,"linear interpolation"
3620,1477,"Seidel","Biostratigraphic, pollen",8500,800,485,15,"linear interpolation"
3620,1477,"Seidel","Biostratigraphic, pollen",9000,800,578,10,"linear interpolation"
3620,1477,"Seidel","Biostratigraphic, pollen",11450,1200,688,NA,"linear interpolation"
2375,1150,"Shagawa Lake","Core top",-20,5,0,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",-14,5,4,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",-4,5,10,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",-1,5,12,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",2,10,14,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",69,5,30,1,"linear interpolation"
2375,1150,"Shagawa Lake","Other dating methods",82,5,33,1,"linear interpolation"
2375,1150,"Shagawa Lake","Radiocarbon",1935,250,159,1,"linear interpolation"
2383,1161,"Silver Lake","Core top",-15,15,0,NA,"linear interpolation"
2383,1161,"Silver Lake","Biostratigraphic, pollen",90,30,50,20,"linear interpolation"
2394,1174,"Siseebakwet South","Core top",-32,20,0,NA,"linear interpolation"
2394,1174,"Siseebakwet South","Biostratigraphic, pollen",100,50,31,20,"linear interpolation"
2581,1187,"Solum Lake","Core top",-15,15,0,NA,"linear interpolation"
2581,1187,"Solum Lake","Biostratigraphic, pollen",80,20,35,10,"linear interpolation"
2584,1190,"South Stanchfield Lake","Core top",-15,15,0,NA,"linear interpolation"
2584,1190,"South Stanchfield Lake","Biostratigraphic, pollen",80,20,65,10,"linear interpolation"
2585,1191,"Spectacle Lake","Core top",-15,15,0,NA,"linear interpolation"
2585,1191,"Spectacle Lake","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
2586,1192,"Spirit Lake","Core top",-20,0,1,NA,"linear interpolation"
2586,1192,"Spirit Lake","Biostratigraphic, pollen",80,20,11,2,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",1080,260,55,10,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",2855,190,145,10,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",4525,190,276,13,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",5565,370,335,12,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",8105,390,420,12,"linear interpolation"
2586,1192,"Spirit Lake","Radiocarbon",11060,720,650,20,"linear interpolation"
2600,1208,"St. Catherines Lake","Core top",-15,15,0,NA,"linear interpolation"
2600,1208,"St. Catherines Lake","Biostratigraphic, pollen",100,10,45,10,"linear interpolation"
2605,1211,"Stone Lake","Core top",-15,15,0,NA,"linear interpolation"
2605,1211,"Stone Lake","Biostratigraphic, pollen",80,20,15,10,"linear interpolation"
2607,1212,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",300,100,50,NA,"linear interpolation"
2607,1212,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",4700,200,275,NA,"linear interpolation"
2607,1212,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",9250,200,555,NA,"linear interpolation"
2607,1212,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",10100,200,600,NA,"linear interpolation"
3780,1486,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",150,50,1,1,"linear interpolation"
3780,1486,"Stone Lake Tamarack Swamp","Biostratigraphic, pollen",300,50,50,5,"linear interpolation"
2613,1220,"Sunfish Lake","Core top",-15,15,0,NA,"linear interpolation"
2613,1220,"Sunfish Lake","Biostratigraphic, pollen",100,10,35,10,"linear interpolation"
2624,1234,"Tamarack Creek","Core top",0,20,0,NA,"linear interpolation"
2624,1234,"Tamarack Creek","Biostratigraphic, pollen",110,30,10,NA,"linear interpolation"
2624,1234,"Tamarack Creek","Radiocarbon",1190,60,80,NA,"linear interpolation"
2624,1234,"Tamarack Creek","Radiocarbon",2710,60,160,NA,"linear interpolation"
2624,1234,"Tamarack Creek","Radiocarbon",3355,60,192,NA,"linear interpolation"
2624,1234,"Tamarack Creek","Radiocarbon",4410,65,284,NA,"linear interpolation"
2638,1254,"Quallen Lake [Terhell Pond]","Core top",-10,10,0,NA,"linear interpolation"
2638,1254,"Quallen Lake [Terhell Pond]","Biostratigraphic, pollen",70,30,35,10,"linear interpolation"
2638,1254,"Quallen Lake [Terhell Pond]","Radiocarbon",4270,200,552.5,15,"linear interpolation"
2638,1254,"Quallen Lake [Terhell Pond]","Biostratigraphic, pollen",10000,500,1052.5,15,"linear interpolation"
2640,1256,"Thompson Pond","Core top",0,20,0,NA,"linear interpolation"
2640,1256,"Thompson Pond","Biostratigraphic, pollen",100,50,15,NA,"linear interpolation"
2640,1256,"Thompson Pond","Biostratigraphic, pollen",2500,300,200,NA,"linear interpolation"
2640,1256,"Thompson Pond","Biostratigraphic, pollen",4000,300,450,NA,"linear interpolation"
2640,1256,"Thompson Pond","Biostratigraphic, pollen",8600,300,1035,NA,"linear interpolation"
2640,1256,"Thompson Pond","Biostratigraphic, pollen",10000,500,1115,NA,"linear interpolation"
2648,1264,"Toenjes Lake","Core top",-15,15,0,NA,"linear interpolation"
2648,1264,"Toenjes Lake","Biostratigraphic, pollen",90,30,55,10,"linear interpolation"
2881,1287,"Twin Lakes","Core top",-15,15,0,NA,"linear interpolation"
2881,1287,"Twin Lakes","Biostratigraphic, pollen",70,30,45,10,"linear interpolation"
2888,1295,"Upper Graven Lake","Core top",-34,34,111,NA,"linear interpolation"
2888,1295,"Upper Graven Lake","Biostratigraphic, pollen",100,10,152,16,"linear interpolation"
2888,1295,"Upper Graven Lake","Radiocarbon, reservoir correction",940,140,190,8,"linear interpolation"
2888,1295,"Upper Graven Lake","Radiocarbon, reservoir correction",3490,160,320,8,"linear interpolation"
2888,1295,"Upper Graven Lake","Radiocarbon, reservoir correction",7740,180,527,10,"linear interpolation"
2888,1295,"Upper Graven Lake","Radiocarbon, reservoir correction",10310,220,594,8,"linear interpolation"
2888,1295,"Upper Graven Lake","Biostratigraphic, pollen",11000,500,640,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Core top",0,20,600,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Biostratigraphic, pollen",100,30,616,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Other dating methods",3150,200,720,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Other dating methods",8000,200,1170,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Other dating methods",10000,500,1325,NA,"linear interpolation"
3831,1496,"Vestaburg Bog","Other dating methods",10300,500,1330,NA,"linear interpolation"
3837,1497,"Weber Lake","Core top",10,20,0,NA,"linear interpolation"
3837,1497,"Weber Lake","Biostratigraphic, pollen",60,50,50,NA,"linear interpolation"
3837,1497,"Weber Lake","Other dating methods",7300,300,370,NA,"linear interpolation"
3837,1497,"Weber Lake","Other dating methods",9150,300,535,NA,"linear interpolation"
3837,1497,"Weber Lake","Other dating methods",10180,400,715,NA,"linear interpolation"
3837,1497,"Weber Lake","Other dating methods",10550,400,715,NA,"linear interpolation"
3837,1497,"Weber Lake","Other dating methods",14690,500,800,NA,"linear interpolation"
3837,1497,"Weber Lake","Core bottom",15000,500,860,NA,"linear interpolation"
2948,1335,"Wentzel's Pond","Core top",-30,30,0,NA,"linear interpolation"
2948,1335,"Wentzel's Pond","Radiocarbon, reservoir correction",155,70,50.5,9,"linear interpolation"
2948,1335,"Wentzel's Pond","Radiocarbon, reservoir correction",365,160,75,10,"linear interpolation"
2948,1335,"Wentzel's Pond","Radiocarbon, reservoir correction",2425,160,185,10,"linear interpolation"
2952,1340,"White Lily Lake","Core top",-15,15,0,NA,"linear interpolation"
2952,1340,"White Lily Lake","Biostratigraphic, pollen",70,30,25,10,"linear interpolation"
3841,1500,"White Lily Lake","Biostratigraphic, pollen",8500,400,700,NA,"linear interpolation"
3841,1500,"White Lily Lake","Biostratigraphic, pollen",9500,500,760,NA,"linear interpolation"
3841,1500,"White Lily Lake","Biostratigraphic, pollen",11400,500,800,NA,"linear interpolation"
2956,1346,"Willow River Pond","Radiocarbon",5160,65,865,10,"linear interpolation"
2956,1346,"Willow River Pond","Radiocarbon",7890,80,985,10,"linear interpolation"
2961,1350,"Wintergreen Lake","Core top",-20,20,0,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Other dating methods",24,20,25,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Biostratigraphic, pollen",113,50,63,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",2450,135,196,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",3375,60,233.5,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",5500,175,366,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",8945,90,503.5,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",9740,600,538,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",11425,110,613.5,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",11920,770,651,NA,"linear interpolation"
2961,1350,"Wintergreen Lake","Radiocarbon",13195,125,676,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",9150,150,431,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",10080,170,489,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",10534,200,497,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",11040,165,508,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",11270,220,552,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",11722,165,596,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",12240,170,718,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",13350,270,777,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",13510,190,808,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",13670,210,850,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",14720,210,892,NA,"linear interpolation"
3029,1352,"Wolf Creek","Radiocarbon",20500,400,965,NA,"linear interpolation"
3031,5317,"Wolsfeld Lake","Core top",-25,0,650,1,"cubic spline"
3031,5317,"Wolsfeld Lake","Interpolated, corrected for compaction",-13,-5,662,1,"cubic spline"
3031,5317,"Wolsfeld Lake","Interpolated, corrected for compaction",0,5,670,1,"cubic spline"
3031,5317,"Wolsfeld Lake","Interpolated, corrected for compaction",22,5,680,1,"cubic spline"
3031,5317,"Wolsfeld Lake","Interpolated, corrected for compaction",46,5,690,1,"cubic spline"
